comment_id	expert_id	date	comment	company	sentiment
4356	955	2009-12-03	Will Nifty take out 5180 today?	TAKE	hold
4357	158	2009-12-05	UBS sees end of 'liquidity-driven' global rally	SGL	hold
4358	652	2009-12-05	Book profits in Jaiprakash Hydro	HYDROS&S	buy
4359	652	2009-12-05	Book profits in JSW Steel	JSWSTEEL	buy
4360	652	2009-12-05	Reliance Industries an outperformer	RELIANCE	buy
4361	652	2009-12-05	Book profits in Hero Honda	HAWKINCOOK	buy
4362	652	2009-12-05	Buy Bharati Shipyard	ABGSHIP	buy
4363	955	2009-12-04	Trend still strong, but Nifty lacks momentum to scale 5200	NIFTY	buy
4364	805	2009-12-04	Avoid short selling auto stocks	JMTAUTOLTD	sell
4365	805	2009-12-04	Biocon can go upto Rs 330	BIOCON	buy
4366	263	2009-12-04	Peer comparison	PFC	hold
4367	957	2009-12-04	Fundamentally aviation stocks look weak	STOREONE	sell
4368	957	2009-12-04	Ranbaxy may take time to perform	TAKE	hold
4369	704	2009-12-07	Look at Polaris, Rolta with medium term view	ROLTA	hold
4370	652	2009-12-07	Esab India has target of Rs 540	ESABINDIA	hold
4371	652	2009-12-07	Finolex Cables has target of Rs 60.50	FINCABLES	hold
4372	652	2009-12-07	Federal Bank has target of Rs 250	FEDERALBNK	hold
4373	652	2009-12-07	Mphasis has target of Rs 720	MPHASIS	hold
4374	730	2009-12-07	IPOs, tax code to deter Sensex from crossing 21000	UTISENSETF	hold
4375	569	2009-12-07	See Nifty in 4500-6500 range in next 12-15 months	NIFTY	hold
4376	955	2009-12-07	JSW Energy doesn't look attractive at Rs 115	TTL	buy
4377	955	2009-12-07	Nifty won't fall below 4800 in near-term	TTL	sell
4378	466	2009-12-07	CLSA remains cautious on India	3MINDIA	hold
4379	40	2009-12-07	Lanco Infratech looks positive	LITL	buy
4380	696	2009-12-07	Buy SBI for intraday	SETFNN50	buy
4381	582	2009-12-08	RIL-RNRL case	RNRL	hold
4382	652	2009-12-08	Jyoti Structures has target of Rs 151	JYOTISTRUC	hold
4383	652	2009-12-08	Dhanalakshmi Bank has target of Rs 152	MAHABANK	hold
4384	652	2009-12-08	Mphasis has target of Rs 723	MPHASIS	hold
4385	886	2009-12-08	Educomp Solutions has target of Rs 802	EDUCOMP	hold
4386	886	2009-12-08	Buy Bharti Airtel 310 Put Option	BHARTIARTL	buy
4387	898	2009-12-08	Impressed with JSW Energy IPO, see no problem	JSWENERGY	buy
4388	955	2009-12-08	United Breweries looks expensive at current levels	UBL	hold
4389	955	2009-12-08	Mkts to drift lower if Nifty fails to break 5200 levels	NIFTY	sell
4390	696	2009-12-08	Buy SBI for intraday	SETFNN50	buy
4391	40	2009-12-08	IFCI looks weak	IFCI	sell
4392	704	2009-12-07	Suzlon can go upto Rs 90	SUZLON	buy
4393	926	2009-12-09	UBS Securities neutral on Reliance Industries	RELIANCE	hold
4394	926	2009-12-09	Global cues to drive mkts in short-term	SGL	hold
4395	40	2009-12-09	Maruti looks weak	MARUTI	sell
4396	696	2009-12-09	Mkt will remain choppy	GEMINI	sell
4397	955	2009-12-09	Mkts to stay subdued on weak global cues	SGL	sell
4398	745	2009-12-09	Nifty may face resistance at 5180-5200	NIFTY	sell
4399	765	2009-12-09	Stocks may see consolidation	TAKE	hold
4400	745	2009-12-09	FII net buy Rs 843 cr in equities on Dec 8 (prov)	NET4	buy
4401	452	2009-12-09	Citibank firm sells stake in Polaris	POLARIS	sell
4402	877	2009-12-08	DoT directs Bharti to submit audit reports in 7 days	INFRATEL	hold
4403	652	2009-12-08	3i Infotech has target of Rs 94	3IINFOTECH	hold
4404	582	2009-12-08	Family MoU not detailed in demerger scheme, SC tells RNRL	RNRL	sell
4405	802	2009-12-09	DB Corp to raise Rs 385cr via IPO	JAICORPLTD	hold
4406	955	2009-12-09	Markets pegged back by global cues	SGL	hold
4407	995	2009-12-09	Brigade Group to raise Rs 1000cr for luxury hotels' launch	BRIGADE	hold
4408	652	2009-12-09	See 25-30% upside in Ahmednagar Forgings	MMFL	hold
4409	652	2009-12-09	J Kumar Infra has target of Rs 235	JKIL	hold
4410	452	2009-12-09	Patni stake sale	PATNI	hold
4411	652	2009-12-09	Hold Dhanalakshmi Bank, says Phani Sekhar	YESBANK	hold
4412	603	2009-12-09	Gammon India raises $ 65mn via QIP	GAMMONIND	hold
4413	652	2009-12-09	3i Infotech looks cheap	3IINFOTECH	buy
4414	263	2009-12-09	NDTV sells stake in NDTV Imagine	NDTV	sell
4415	926	2009-12-09	UBS Securities positive on Ranbaxy Laboratories	RANBAXY	buy
4416	955	2009-12-09	See Godrej Properties' fair price at Rs 400	ANSALAPI	buy
4417	805	2009-12-10	Eveready Industries has target of Rs 75	EVEREADY	hold
4418	805	2009-12-10	Divis Laboratories has target of Rs 695	TATAMTRDVR	hold
4419	805	2009-12-10	Mastek has target of Rs 439	MASTEK	hold
4420	652	2009-12-10	Expect 35-40% appreciation in MindTree	MINDTREE	hold
4421	652	2009-12-10	KSB Pumps can add 30-35%	KSBPUMPS	hold
4422	652	2009-12-10	Buy Ahmednagar Forgings with a target of Rs 90	MMFL	buy
4423	652	2009-12-10	J Kumar Infra has target of Rs 200	JKIL	hold
4424	603	2009-12-10	Nifty faces resistance at 5180 level	NIFTY	sell
4425	955	2009-12-10	Mahindra Satyam may test Rs 110	MAHINDCIE	buy
4426	696	2009-12-10	Sell Bharti Airtel for intraday	BHARTIARTL	sell
4427	955	2009-12-10	Expect mkts to trade sideways today	TVTODAY	hold
4428	40	2009-12-10	Kalindee Rail looks positive	KALINDEE	buy
4429	251	2009-12-11	Markets may breach 5,200 in Dec	5	hold
4430	652	2009-12-11	Jyoti Structures has test Rs 200	JYOTISTRUC	buy
4431	652	2009-12-11	Hold MindTree, says Phani Sekhar	MINDTREE	hold
4432	652	2009-12-11	Expect 25-30% return in KSB Pumps	KSBPUMPS	hold
4433	955	2009-12-11	Good IIP nos may aid Nifty to cross 5,180	NIFTY	buy
4434	955	2009-12-11	Will Nifty breach 5180 today?	NIFTY	hold
4435	40	2009-12-11	Chambal Fert and HPCL look positive	CHAMBLFERT	buy
4436	696	2009-12-11	Buy Punj Lloyd for intraday	PUNJLLOYD	buy
4437	955	2009-12-11	Cox & Kings won't drift below issue price	TTL	hold
4438	603	2009-12-11	IIP data today; poll sees at 12.5% in Oct vs 9.1% (MoM)	9	hold
4439	452	2009-12-10	CAT debacle	WATERBASE	hold
4440	955	2009-12-10	Mkt may test intermediate highs on +ve IIP nos, global cues	SGL	buy
4441	603	2009-12-14	Dealing room check	HECINFRA	hold
4442	955	2009-12-14	Skittish sentiment to end tiredness in market this week	FMNL	buy
4443	696	2009-12-14	Buy Bharat Forge for intraday	BHARATFORG	buy
4444	40	2009-12-14	JSW Steel looks positive	JSWSTEEL	buy
4445	753	2009-12-14	Growth should accelerate in 2010	GROWTECHNO	hold
4446	704	2009-12-12	Hold Reliance Power	RPOWER	hold
4447	915	2009-12-12	China is Wipro's new hot spot	WIPRO	buy
4448	704	2009-12-12	Hold KPIT Cummins, stop loss Rs 115	KPIT	hold
4449	704	2009-12-12	Hold Ansal Properties	ANSALAPI	hold
4450	452	2009-12-11	Wipro on an expansion drive	WIPRO	hold
4451	582	2009-12-11	Emaar MGF IPO on track, to list in May 2010	DENORA	hold
4452	652	2009-12-11	Expect 30% upside in SKF India	SKFINDIA	hold
4453	704	2009-12-14	Buy Gujarat NRE Coke; target of Rs 80	GUJNRECOKE	buy
4454	704	2009-12-14	Idea Cellular, Bharti Airtel may slip 8-10%	IDEA	sell
4455	704	2009-12-14	Above Rs 860, ACC can add another 8-10%	ACC	hold
4456	452	2009-12-14	Govt allocates Rs 5,000cr for PPP projects	5	hold
4457	811	2009-12-14	Mkt looking tired; using divestment as trigger	TRIVENI	sell
4458	955	2009-12-14	Cox & Kings can touch Rs 500	COX&KINGS	buy
4459	898	2009-12-14	Bullish on Shree Renuka, Century Textiles	RENUKA	buy
4460	953	2009-12-14	Expect 5-6% upside in Suzlon Energy	SUZLON	hold
4461	953	2009-12-14	Accumulate Bharti Airtel on dips	BHARTIARTL	buy
4462	955	2009-12-14	See fair value of DB Corp at Rs 240-250	JAICORPLTD	buy
4463	955	2009-12-14	Godrej Properties may list between Rs 450-460	ANSALAPI	hold
4464	43	2009-12-14	Markets have lost interest in IPOs today	TVTODAY	hold
4465	696	2009-12-16	Buy Orchid Chemicals on dips	IOLCP	buy
4466	973	2009-12-16	Nifty to trade in range of 4800-5200 till year-end	NIFTY	hold
4467	955	2009-12-15	Underperformance of broader mkt not a good sign	ABB	sell
4468	685	2009-12-15	HDIL plans to issue NCDs worth Rs 1150cr	HDIL	buy
4469	955	2009-12-15	Sluggish Dec takes a toll on street expectations	ABB	hold
4470	603	2009-12-15	Dealing room check	HECINFRA	hold
4471	696	2009-12-15	Buy Century Textiles for intraday	CENTURYTEX	buy
4472	944	2009-12-15	Asian equities to end year on strong note	ASIANPAINT	buy
4473	40	2009-12-15	Cairn India looks positive	CAIRN	buy
4474	955	2009-12-14	Mkts running to a standstill, Nifty ends virtually flat	NIFTY	hold
4475	704	2009-12-14	Buy Vijaya Bank; target of Rs 62-65	VIJAYABANK	buy
4476	704	2009-12-14	Crompton Greaves can go upto Rs 440	CROMPGREAV	buy
4477	696	2009-12-17	Buy Praj Industries on dips	METAZINC	buy
4478	955	2009-12-17	Coke-Pepsi kind of war between exchanges	GUJNRECOKE	buy
4479	603	2009-12-17	Dealing room check	HECINFRA	hold
4480	40	2009-12-17	US dollar looks positive	APOLLOHOSP	buy
4481	955	2009-12-16	Lacklustre session for mkts, support seen at lower levels	WEIZFOREX	buy
4482	310	2009-12-16	DB Corp could deliver returns over longer-term	JAICORPLTD	buy
4483	955	2009-12-16	Pharma sector may continue to outperform	SMSPHARMA	buy
4484	814	2009-12-16	Expect markets to give 15-20% returns in 2010	RELCNX100	hold
4485	310	2009-12-16	Telecom will underperform	TNTELE	sell
4486	310	2009-12-16	Telecom sec to underperform for next one yr	TNTELE	sell
4487	955	2009-12-16	Need to watch mkt breadth, leadership on the way down	HITECHGEAR	sell
4488	603	2009-12-16	Nifty to remain range bound between 5000-5200	NIFTY	hold
4489	40	2009-12-21	Wipro looks positive	WIPRO	buy
4490	105	2009-12-21	Anu Jain's top five picks for today's trade	TVTODAY	buy
4491	685	2009-12-18	Brokers bullish on DLF, say merger ratio seems fair	DLF	buy
4492	802	2009-12-18	Essar Oil to commercialise CBM gas from April 1, 2010	1	hold
4493	582	2009-12-18	Gas case	SRICHAMUND	hold
4494	955	2009-12-18	Dollar upmove creates turbulence in mkt environment	TRITURBINE	hold
4495	696	2009-12-18	Sell RComm for intraday	ROSSELLIND	sell
4496	40	2009-12-18	Omaxe looks weak	OMAXE	sell
4497	603	2009-12-18	Nifty trades between 5000-5200 range	NIFTY	hold
4498	805	2009-12-17	Expect 15-20% returns in Mastek	MASTEK	hold
4499	811	2009-12-17	Advancing mkt opening to 9am, an arrogant move	CRMFGETF	hold
4500	955	2009-12-17	Bharti-Warid deal looks expensive at $900mn	INFRATEL	hold
4501	263	2009-12-22	Zee Ent to consider restructuring of ETC Networks	DEN	hold
4502	603	2009-12-22	Markets sees selling pressure from FIIs	SREINFRA	sell
4503	40	2009-12-22	HPCL looks positive	HCL-INSYS	buy
4504	652	2009-12-21	Book profits in Bajaj Hindusthan	BAJAJHIND	buy
4505	652	2009-12-21	Avoid Tata Motors, says Phani Sekhar	TATAMOTORS	sell
4506	898	2009-12-21	DLF-DAL merger lacks transparency	DLF	hold
4507	973	2009-12-21	IL&FS;'s top sector bets for 2010	IL&FSENGG	buy
4508	973	2009-12-21	Vibhav Kapoor cautious on real estate sector	PRESTIGE	buy
4509	297	2009-12-21	Weakness in Nifty seen; 4930 crucial support	NIFTY	buy
4510	466	2009-12-21	See S&P; 500 at 1150-1160 in Jan-Feb 2010	S&P500	hold
4511	696	2009-12-21	Buy Tata Motors for intraday	TATAMOTORS	buy
4512	603	2009-12-21	Rangebound trading to continue in absence of fresh triggers	STOREONE	buy
4513	745	2009-12-23	Watch out for 4900-5100 on Nifty	NIFTY	hold
4514	915	2009-12-22	Indian IT firms on global talent hunt	SGL	hold
4515	915	2009-12-22	Alcatel-Lucent to offer five contracts to Indian IT cos	INDIANB	hold
4516	685	2009-12-22	Lupin settles Hatch-Waxman litigation with Forest Labs	LUPIN	hold
4517	704	2009-12-22	Mohindar positive on metals, IT, banking	SETFNIFBK	buy
4518	704	2009-12-22	ACC has decent support at Rs 830	ACC	buy
4519	704	2009-12-22	Frontline banking good bet with 6-month view	AFL	buy
4520	704	2009-12-22	Sasken Comm has target of Rs 205-210	SASKEN	hold
4521	211	2009-12-22	Infosys has target of Rs 2600	INFY	hold
4522	211	2009-12-22	Nifty can reach 5650 if it breaches 5150	CNXIT	hold
4523	211	2009-12-22	Tata Motors has target of Rs 850	TATAMOTORS	hold
4524	696	2009-12-22	Buy Goa Carbons & Mphasis	MPHASIS	buy
4525	856	2009-12-29	Banks, infrastructure to get astro support	JYOTISTRUC	buy
4526	452	2009-12-26	2010 hiring forecast	8M100	hold
4527	691	2009-12-26	Experts debate on how mkts will pan out in 2010	HINDOILEXP	hold
4528	696	2009-12-24	Buy HDIL for intraday	HDIL	buy
4529	603	2009-12-24	Nifty poised to cross 5,200 mark in todays trade	TODAYS	hold
4530	40	2009-12-24	Power Grid looks positive	POWERGRID	buy
4531	196	2009-12-24	Expect incremental rate tightening in Asia	RAMCOCEM	hold
4532	263	2009-12-23	Zee Entertainment to merge ETC Networks with itself	DEN	buy
4533	1011	2009-12-23	More steam left in Tata Steel	TATASTEEL	buy
4534	696	2009-12-23	Buy Fortis for intraday	FORTIS	buy
4535	40	2009-12-23	See weakness in Euro	ESSDEE	hold
4536	603	2009-12-23	Dealing room check	HECINFRA	hold
4537	886	2009-12-29	Jaiprakash Associates has support at Rs 140-142	JPASSOCIAT	buy
4538	105	2009-12-29	Suzlon Energy has resistance at Rs 96-97	SUZLON	sell
4539	105	2009-12-29	Anu Jain's top 5 picks for trade today	5	buy
4540	105	2009-12-29	Hold HCC, says Anu Jain	HCC	hold
4541	105	2009-12-29	Hotel Leela Venture can touch Rs 54	HOTELEELA	buy
4542	105	2009-12-29	Siemens can test Rs 605	SIEMENS	buy
4543	105	2009-12-29	Tata Steel can touch Rs 650-660	TATASTEEL	buy
4544	105	2009-12-29	Yes Bank can test Rs 295	YESBANK	buy
4545	105	2009-12-29	Fortis Healthcare has target of Rs 138	FORTIS	hold
4546	745	2009-12-29	Nifty may test 5300 on breach of 5200-mark	NIFTY	buy
4547	955	2009-12-29	Mkts may end 2009 at a new high	ABB	buy
4548	696	2009-12-29	Accumulate Tata Motors	TATAMOTORS	buy
4549	955	2009-12-30	Subdued close for Nifty ahead of expiry	NIFTY	hold
4550	5	2009-12-30	MTNL wants govt to pay its pension liability	MTNL	buy
4551	898	2009-12-30	Bullish on Gammon Infra, Titagarh Wagons	TWL	buy
4552	745	2009-12-30	Dealers expect Nifty expiry around 5200 mark	NIFTY	hold
4553	696	2009-12-30	Buy Century Textiles, Moser Bear on dips	CENTURYTEX	buy
4554	40	2009-12-30	Titagarh Wagons looks positive	TWL	buy
4555	955	2009-12-30	Trade session to remain flat till New Year	STOREONE	hold
4556	745	2009-12-30	Nifty hit fresh 52-week high of 5225	NIFTY	buy
4557	955	2009-12-29	Rangebound session for Nifty, 5200 barrier pierced	NIFTY	hold
4558	263	2009-12-29	US FDA warns Ranbaxys arm Ohm Laboratories	RANBAXY	hold
4559	886	2009-12-29	Book profits in Reliance at Rs 1100	RELIANCE	buy
4560	886	2009-12-29	Go long in Firstsource Solutions at Rs 34-34.50	TAKE	buy
4561	105	2010-01-04	Anu Jain positive on Rural Electrification Corp	RECLTD	buy
4562	955	2010-01-04	Expect a meaningful move in January	ABB	buy
4563	466	2010-01-04	CLSA bullish on markets	HELIOSMATH	buy
4564	40	2010-01-04	Gold looks weak	MOLDTKPAC	sell
4565	47	2010-01-02	Mkts in 2010 may not be as volatile as last 3 years'	3	hold
4566	805	2009-12-31	Trigyn Tech can test Rs 25	TRIGYN	buy
4567	107	2009-12-31	ICICI Securities' stock/sector picks for 2010	PRIMESECU	hold
4568	696	2009-12-31	Buy Balaji Telefilms on dips	BALAJITELE	buy
4569	40	2009-12-31	Lunar Eclipse may bring corrections in mkt	SURAJCROP	hold
4570	955	2009-12-31	Trend safe for short-term investor	BFINVEST	buy
4571	196	2009-12-31	New Year to be marked by more allocation to equities	TIDEWATER	buy
4572	685	2009-12-30	Pharma deals in India	3MINDIA	hold
4573	788	2010-01-04	ICICI Prudential's sector bets for 2010	ICICIBANK	hold
4574	869	2010-01-04	H1CY10 will be good on back of liquidity	GOODVALUE	buy
4575	126	2010-01-04	Expect 50-60% returns in NESCO	NESCO	hold
4576	126	2010-01-04	Ashish Chugh's hidden gems for January	LYPSAGEMS	sell
4577	126	2010-01-04	Ganesh Poly looks undervalued	SGFL	hold
4578	730	2010-01-04	Mkts to test, not break earlier highs in '10	1FTSE100	buy
4579	105	2010-01-04	Expect 5% move in BHEL	5	hold
4580	105	2010-01-04	Buy 3i Infotech closer to Rs 84-85	3IINFOTECH	buy
4581	105	2010-01-04	Edserv Softsystems may test Rs 267	EDSERV	buy
4582	105	2010-01-04	United Phos can touch Rs 185-187	UNITEDBNK	buy
4583	105	2010-01-04	Keep Rs 101 stoploss in Uflex	UFLEX	buy
4584	105	2010-01-04	Orbit Corporation can test Rs 333	MATHPLATT	buy
4585	886	2010-01-05	Hindustan Zinc has target of Rs 1320	HMVL	hold
4586	886	2010-01-05	Buy Tata Communications at Rs 340-342	TATACOMM	buy
4587	955	2010-01-05	RIL may not move up in sync with Nifty	NIFTY	sell
4588	955	2010-01-05	Clarity needed on Godrej's Vikhroli land	GODREJIND	hold
4589	696	2010-01-05	Buy SBI for intraday	SETFNN50	buy
4590	856	2010-01-05	Liquor, textile, infra to get astro support	MANINFRA	buy
4591	40	2010-01-05	Sugar sector may lead	EASTSUGIND	hold
4592	955	2010-01-05	Nifty may be headed to 5400-5500	NIFTY	hold
4593	603	2010-01-05	Mkts to remain strong; Godrej Prop may list at Rs 525-530	GODREJIND	buy
4594	944	2010-01-05	India should surpass their Oct 2007 highs	3MINDIA	hold
4595	955	2010-01-04	Positive start for mkts in 2010; cement, autos shine	SHREECEM	buy
4596	685	2010-01-04	Dr Reddy's positive on Phase III trial of diabetes drug	DRREDDY	buy
4597	753	2010-01-07	Sensex earnings to rise 21% in Q3	UTISENSETF	buy
4598	955	2010-01-06	Mkts consolidate gains, end flat	OTOKLIN	buy
4599	889	2010-01-06	Bharti-Warid deal nears completion	INFRATEL	hold
4600	955	2010-01-06	Market momentum remains strong	FMNL	buy
4601	40	2010-01-06	MTNL looks positive	MTNL	buy
4602	696	2010-01-06	Buy Yes Bank for trading	YESBANK	buy
4603	603	2010-01-06	Dealers expect premium of around Rs 25/sh for DB Corp	JAICORPLTD	hold
4604	955	2010-01-06	See DB Corp fair value at Rs 240-245/sh	JAICORPLTD	buy
4605	211	2010-01-06	Nifty may move up to 5650	NIFTY	hold
4606	955	2010-01-05	Mkts holding strong, metals power ahead	SEPOWER	hold
4607	886	2010-01-05	Hold long positions in auto stocks	JMTAUTOLTD	hold
4608	886	2010-01-05	Exit Chambal Fertilisers at higher level	CHAMBLFERT	sell
4609	603	2010-01-08	Dealing room check	HECINFRA	hold
4610	603	2010-01-08	FIIs, DIIs sell Rs 219 cr in equities on Jan 7 (prov)	CREWBOS	sell
4611	263	2010-01-07	Ranbaxy to lose exclusivity over Nexium drug?	RANBAXY	hold
4612	955	2010-01-07	Auto, IT drag mkts down, RIL helps rein-in loss	JMTAUTOLTD	sell
4613	1011	2010-01-07	Buy Om Metal on dips	CNXMETAL	buy
4614	1011	2010-01-07	Timex can test Rs 35	TIMEXWATCH	buy
4615	1011	2010-01-07	VK Sharma's under Rs 50 stock picks	3S&P500	hold
4616	82	2010-01-07	Currency movement key to markets ahead	FMNL	hold
4617	814	2010-01-07	See margin pressure in RIL Q3 nos	RMMIL	hold
4618	696	2010-01-07	Buy Graphite India looks good	GRAPHITE	buy
4619	955	2010-01-07	Expect mkts to trade rangebound, uptrend intact	SPECTACLE	hold
4620	40	2010-01-07	Jindal Hotel looks positive	JINDALSAW	buy
4621	652	2010-01-09	Cipla may see 25-30% correction	CIPLA	hold
4622	652	2010-01-09	Maruti Suzuki may see correction of Rs 100-150	MARUTI	hold
4623	569	2010-01-09	Midcaps to power markets in 2010	SEPOWER	hold
4624	652	2010-01-09	Sell Nalco at current level	NALCOCHEM	sell
4625	652	2010-01-09	Enter Infosys on some correction	INFY	buy
4626	955	2010-01-08	Mkts continue to slide, IT stocks slip ahead of earnings	CNXIT	sell
4627	823	2010-01-08	Sandeep Singhal bullish on Panacea Biotech	KOPDRUGS	buy
4628	171	2010-01-08	Nexium settlement already factored in Ranbaxy price	RANBAXY	hold
4629	696	2010-01-08	Buy JSW Steel on dip	JSWSTEEL	buy
4630	40	2010-01-08	Crude oil looks weak	OIL	sell
4631	955	2010-01-08	Mkts lacking trigger for movement	ORIENTALTL	hold
4632	160	2010-01-08	FY10 earnings estimates for MSCI cut by 1.2%	1	hold
4633	889	2010-01-11	Bharti-Warid deal announcement on Tuesday	INFRATEL	hold
4634	685	2010-01-11	Sun Pharma writes to Taro directors on AGM outcome	SUNPHARMA	hold
4635	213	2010-01-11	See strong growth outside US	GROWTECHNO	buy
4636	955	2010-01-11	Nifty to trade around 5300 levels today	NIFTY	hold
4637	955	2010-01-11	MBL Infra may see Rs 20-30 premium on listing	MANINFRA	hold
4638	603	2010-01-11	Dealing room chk	KOKUYOCMLN	hold
4639	696	2010-01-11	Indiabulls Real looks good	INDIABULLS	buy
4640	105	2010-01-11	Anu Jain's top 5 picks for trade today	5	buy
4641	40	2010-01-11	Cairn India looks positive	CAIRN	buy
4642	47	2010-01-09	Investment guide	BFINVEST	hold
4643	652	2010-01-09	Stay away from Bajaj Hindusthan	BAJAJHIND	sell
4644	652	2010-01-09	Book profit in Aban Offshore	ABAN	buy
4645	745	2010-01-13	Mkts see profit booking inspite of strong Infosys, IIP data	INFY	buy
4646	745	2010-01-13	FIIs net sell Rs 362 cr in equities on Jan 12 (prov)	NET4	sell
4647	466	2010-01-13	Nifty has support at 5100-5200	NIFTY	buy
4648	559	2010-01-12	Infosys headed to normalised 15-20% growth rate	INFY	hold
4649	886	2010-01-12	Sell banking space on rise	RELBANK	sell
4650	696	2010-01-12	Suzlon looks good	SUZLON	buy
4651	886	2010-01-12	Book profits in metal stocks	CNXMETAL	buy
4652	40	2010-01-12	Bullion looks weak	TAKE	sell
4653	955	2010-01-12	IIP nos, earnings to provide momentum to lackluster trade	TNPETRO	hold
4654	603	2010-01-12	Dealing room check	HECINFRA	hold
4655	753	2010-01-12	Morgan Stanley remains constructive on equities for 2010	WEIZFOREX	hold
4656	898	2010-01-11	Infinite Computer or Birla Shloka	INFINITE	hold
4657	452	2010-01-13	ICICI Bank, PE players in talks to sell 20% in Firstsource	ICICIBANK	sell
4658	126	2010-01-13	Andhra Cement looks undervalued	ANDHRABANK	hold
4659	126	2010-01-13	IFGL Refractories looks undervalued	IFGLREFRAC	hold
4660	926	2010-01-13	Pick Bharti Airtel for long term	BHARTIARTL	buy
4661	926	2010-01-13	Mahadevan overweight on power, pharma, real estate space	SMSPHARMA	buy
4662	926	2010-01-13	Mahadevan neutral on metal space	CNXMETAL	hold
4663	926	2010-01-13	UBS Securities' stock/sector plays for 2010	PRIMESECU	hold
4664	856	2010-01-13	Accumulate liquor stocks at lower levels	WSTCSTPAPR	buy
4665	696	2010-01-13	Short SBI for intraday	SBIHOMEFIN	sell
4666	40	2010-01-13	Longest solar eclipse leads USD up	SOLARINDS	buy
4667	955	2010-01-13	Valuations of Infinite Computer look reasonable	INFINITE	buy
4668	955	2010-01-13	Nifty may trade below 5200 today	NIFTY	hold
4669	704	2010-01-14	Buy Balrampur Chini, Dhampur Sugar on decline	DHAMPURSUG	buy
4670	704	2010-01-14	Stay invested in ONGC	ONGC	hold
4671	685	2010-01-14	Kotak fund invests Rs 105cr in Sunteck Realty SPV	SUNTECK	hold
4672	1011	2010-01-14	Book profits in Wipro	WIPRO	buy
4673	1011	2010-01-14	Stay invested in Infosys Technologies	INFY	hold
4674	1011	2010-01-14	Sell ACC on rallies	ACC	sell
4675	898	2010-01-14	SP Tulsian's sub Rs 50 stocks to power your portfolio	SEPOWER	hold
4676	696	2010-01-14	Buy Gwalior Chemical for intraday	HCIL	buy
4677	40	2010-01-14	Surya Grahan may bring +ve move in HPCL	SURYAROSNI	buy
4678	955	2010-01-14	See Nifty trading in 5250-5300 zone today	NIFTY	hold
4679	603	2010-01-14	Govt assurance of 8% growth trigger buying at lower levels	GROWTECHNO	buy
4680	955	2010-01-13	Nifty survives early scare, holds on to 5180 support	NIFTY	hold
4681	671	2010-01-15	See flat base metal prices for next 3 months	3	hold
4682	831	2010-01-15	Quantum Securities overweight on oil & gas space	OIL	hold
4683	831	2010-01-15	Quantum Sec's strategies/stock picks ahead of Budget	QNIFTY	hold
4684	955	2010-01-15	Markets in consolidation mode	MODINSULAT	hold
4685	696	2010-01-15	Buy Punj Lloyd for intraday	PUNJLLOYD	buy
4686	40	2010-01-15	Solar eclipse gives alert for profitbooking	SOLARINDS	hold
4687	603	2010-01-15	Dealing room check	HECINFRA	hold
4688	196	2010-01-15	Negative headwinds for Asia increasingly visible	ASHCONIUL	sell
4689	704	2010-01-14	Apollo Tyres has target of Rs 59	APOLLOTYRE	hold
4690	704	2010-01-14	Wipro has target of Rs 780-785	WIPRO	hold
4691	704	2010-01-14	Ashok Leyland has target of Rs 61-62	ASHOKLEY	hold
4692	704	2010-01-14	Dish TV may add 10-15% in short term	DISHTV	sell
4693	955	2010-01-18	Mkts this wk	MUKATPIPE	hold
4694	603	2010-01-18	5210 level crucial for Nifty; Tech may continue good run	NIFTY	buy
4695	696	2010-01-18	Sell SBI for intraday	ROSSELLIND	sell
4696	652	2010-01-16	Prefer ICICI Bank to HDFC Bank	ICICIBANK	buy
4697	652	2010-01-16	Buy Bharti Airtel, says Phani Sekhar	BHARTIARTL	buy
4698	652	2010-01-16	Buy Bombay Dyeing, says Phani Sekhar	BOMDYEING	buy
4699	652	2010-01-16	Book profits in JSW Steel	JSWSTEEL	buy
4700	785	2010-01-16	CLSA sees India, China underperforming US mkt in 2010	3MINDIA	sell
4701	652	2010-01-16	Hold Dish TV, says Phani Sekhar	DISHTV	hold
4702	652	2010-01-16	Hold Reliance Industries, says Phani Sekhar	RELIANCE	hold
4703	652	2010-01-16	Book profits in Infosys Technologies	INFY	buy
4704	955	2010-01-15	Banking results spring a surprise, beat Street estimates	SETFNIFBK	buy
4705	955	2010-01-20	Nifty reluctant to move above 5300 in near-term	NIFTY	hold
4706	13	2010-01-19	Jubilant FoodWorks IPO	JUBILANT	hold
4707	844	2010-01-19	Kotak Institutional's stock/sectors picks post earnings	DBSTOCKBRO	hold
4708	886	2010-01-19	Expect 7-8% rise in IOB	IOB	buy
4709	886	2010-01-19	Go long in GMR Infra between Rs 67-68	GMRINFRA	buy
4710	844	2010-01-19	JP Associates has target of Rs 170	JPASSOCIAT	hold
4711	696	2010-01-19	Shrenuj looks good	SHRENUJ	buy
4712	40	2010-01-19	Sterlite Ind looks positive	STRTECH	buy
4713	955	2010-01-19	Short-term view	HOVS	hold
4714	211	2010-01-19	Nifty has upside target near 5650	NIFTY	buy
4715	955	2010-01-18	PSU stocks star in trade; Nifty stops short of 5300	STAR	sell
4716	43	2010-01-18	Why is Dimensions Consulting betting on IT?	HUSYS	hold
4717	696	2010-01-22	Mkts may see gap down opening	HIMATSEIDE	sell
