comment_id,comment
9831,fair value innoventive industries 
9832,view innoventive industries 
9833,rally fmcg-led 
9834,omcs sticky wicket right 
9835,view shree renuka sugars 
9836,picks multi-baggers basket ideas 
9838,kernex microsystems move 
9840,markets election event not trend 
9841,overweight financials 
9842,ganeshaspeaks 
9847,elections backburner govt tackle economy 
9849,poll results wont big impact market 
9851,sweeten bitter sugar stocks angels view 
9853,ranbaxy looks better pharma space 
9854,view kohinoor foods 
9857,omcs earnings take drubbing 
9859,jp associates target 
9860,panic may set nifty breaks level 
9862,hpcl may see uptrend 
9864,market wade testing waters week 
9865,people finding safety developed markets 
9867,nifty working corrective phase 
9868,ganeshaspeaks 
9870,fmcg defensive sector 
9871,naren`s view pharma sector 
9872,naren`s view oil & gas sector 
9873,inflation concerns cues weighing market 
9875,bothras view glenmark pharma 
9876,irb infra target 
9877,essar oil target 
9878,check 
9879,govt ups sop burden upstream oil cos 
9880,ongc may see impact burden increase 
9881,oil marketing cos look cheap 
9887,essar oil looks weak astromoneyguru 
9888,tulsians view 
9889,irani`s view ongc 
9890,irani`s view suzlon energy 
9891,irani`s view sbi 
9893,manghnani`s view jp associate 
9895,cautious tata steel sail 
9897,torment tuesday 
9900,view petronet lng 
9902,auto sales cr 
9903,brokings take sail sbi mphasis coal 
9906,banking space looks weak 
9907,stickiness lingers chances pullback exist 
9908,acc looks weak astromoneyguru 
9909,ganeshaspeaks 
9910,several real estate cos issue non-convertible debentures 
9913,fpos must change marketing pricing tactics 
9914,l&t net sales may surge cr 
9915,jet airways revenues seen up cr 
9918,l&t leyland help nifty find feet 
9921,ganeshaspeaks 
9922,nifty trades range sbi fails recover 
9923,l&t nos egom meet key triggers market 
9928,tcs target 
9929,test 
9932,view vaswani industries 
9933,view galaxy surfactants 
9934,murthy likely divest part stake infy fund vc firm 
9935,tulsians view 
9939,orchid chemicals move 
9940,innoventive ind trade range 
9941,see return shrenuj company 
9944,expect return srei infra 
9946,find 
9947,market may see classic neurotic mood 
9948,ganeshaspeaks 
9949,find 
9951,lakshmi vilas move 
9953,ganeshaspeaks 
9954,fy subsidy share upstream cos 
9955,ttsl may pay cr virgin stake 
9956,itc high profit expert smoke upside 
9957,& acquire doktor mom 
9964,hcc likely divest hcc infra cr 
9965,hits misses 
9967,view adag 
9970,multibaggers 
9975,mahindra satyam net sales up cr 
9977,mah satyam woes hard pill swallow mkt 
9980,gail sales seen up cr 
9981,see nifty range next days 
9986,bhamres view power grid 
9990,bhamres view bhel 
9991,nifty continue trade range 
9993,ganeshaspeaks 
9994,essar stake sale vodafone taxable 
9995,ip khaitan questioned scam 
9996,credit suisse sees pressure buliding european govt bond 
9997,tulsian`s view dhampur sugar 
9999,tulsian`s view bombay dyeing 
10004,crew bos looking rope strategic investor 
10006,bhel target 
10010,iranis view cerebra integrated tech 
10011,multibagger ideas 
10013,dlf looks weak 
10014,ganeshaspeaks 
10015,nifty still working corrective phase 
10016,morgan stanley outlook market 
10017,govts privatisation drive 
10020,tulsian`s view infrastructure space 
10023,tech mahindra pat seen dn cr 
10025,earnings downgrades weigh market 
10027,ganeshaspeaks 
10028,tdsat rejects ideas plea license cancellation 
10029,market could see weakness 
10033,see bounce back sbi 
10035,tulsians views 
10038,ganeshaspeaks 
10039,sensex target 
10040,upbeat bank sbi 
10043,tulsians call tata motors coal & others 
10046,weekly market prediction may june 
10051,educomp planning raise funds via overseas issue 
10052,add tata motors portfolio 
10053,inflation capex lending slowing giving mkt pain 
10056,nifty may not exceed short-term 
10058,tulsians view lanco infratech 
10059,results shares after-effects 
10061,cairn-vedanta deal dilemma 
10063,ganeshaspeaks 
10064,scam 
10065,look whos back 
10069,eros intl media arss infra offer good value 
10071,market remain range-bound next months 
10072,no news move market hopes gdp may trick 
10073,ganeshaspeaks 
10074,market wrap 
10076,comm may see upside 
10079,market awaits silver lining dark range-bound cloud 
10081,lupin move 
10085,sekhars view suzlon energy 
10086,sekhars view punj lloyd 
10087,infosys files -b visas fy fy 
10089,investors underweight 
10094,limited downside garden silk 
10096,see profit booking around 
10098,yesterdays strong rally may see mkt surprising us 
10099,ganeshaspeaks 
10100,market participates move coal shines 
10103,speak 
10105,atc may bid infratel 
10107,atc sale may see pressure easing adag stocks 
10108,jp associates target 
10110,trading x pe premium peers 
10117,expect returns year-end sensex 
10118,psu banks embark hiring spree counter attrition 
10119,nifty knocks doors levels ntpc helps nifty up 
10120,gupta`s view bank 
10121,gupta`s view canara bank 
10126,punj lloyd target 
10128,ril ramp up refinery capacity mtpa 
10129,chances qe replacing qe quite low hsbc 
10131,bothras view gmr infra 
10132,hul target around 
10138,energy cos best safe havens investors 
10140,ganeshaspeaks 
10141,harihars view gmr infra 
10145,sees specific action street yet 
10146,us market swing lower despite job nos 
10147,ganeshaspeaks 
10148,sun tv adag prerssure bank nifty seen struggling 
10149,agm today 
10150,want earn shaky grove cherry-picks 
10152,local markets fare well compared peers 
10153,pressure seen 
10154,dont get carried away rils new business 
10156,ril shelves plans foray power sector 
10157,patheryas view megasoft 
10159,bets diana tea megasoft good returns 
10160,manghnanis view gmr infra 
10161,manghnanis view sun tv network 
10163,next rally led ril good base 
10164,not gloom & doom want nifty pullback 
10165,ganeshaspeaks 
10166,us payroll data may set trend mondays session 
10167,no nod rel infra ecb bandra-worli sea-link 
10169,iranis view manappuram general 
10172,l&t best bet goods space 
10173,iranis view auto stocks 
10174,iranis view sun tv network 
10180,engineers target 
10182,clsas call itc sun pharma 
10183,defensives drive rally near-term 
10184,check 
10185,bala`s view ongc 
10188,no cues home turf us pull nifty lower 
10189,ganeshaspeaks 
10190,rbi send suggestions fhc model fslrc 
10196,leyland looks bit weak 
10198,market prediction june 
10199,nifty needs extent levels 
10200,leylands fy growth target may not doable 
10201,m&m target 
10202,mcleod russel target 
10203,tamil nadu cable tv operators hunger strike sun 
10204,mahindra satyam target 
10210,tulsians picks 
10214,bandyopadhyay`s view banking sector 
10215,bandyopadhyay`s view sun tv 
10217,market bouncy cues despite low volumes 
10221,visa concerns 
10222,dont see nifty going year 
10224,bhamre`s view infra stocks 
10226,volatility & deceptive behavior continue 
10227,market far good dont get complacent 
10228,ganeshaspeaks 
10229,nifty reclaims 
10230,karnataka bank block 
10231,vora`s view hdil 
10232,vora`s view infra stocks 
10240,nifty stuck rut trade small quantities 
10241,ganeshaspeaks 
10242,uneventful session market bank auto pressure 
10243,crucial level 
10247,jitters affect local market 
10248,us firm crown castle joins race rel infratel 
10250,tata steel hindalco remain pressure 
10251,view auto stocks 
10252,shahs views 
10254,ril wont see major weakness 
10255,dish tv continues well 
10258,rel infratel sold rcomm may rally 
10259,ivrcl breach -digit 
10260,numeric power give returns months 
10264,supreme industries may see upside 
10266,amara raja target 
10267,shah`s view nesco 
10268,shah`s view sun tv 
10269,start cherry picking current levels 
10271,rupee remain range-bound medium term 
10273,manghnani`s views auto stocks 
10276,upbeat tata motors current level 
10277,itc hul give upside 
10278,want mkt retest move up 
10281,no hope fireworks street today 
10282,ganeshaspeaks 
10283,lacklustre session 
10284,sebi passes consent order 
10290,sekhar`s view 
10291,maruti suzuki best bet 
10292,pantaloon target 
10294,bharti gets investor okay -bn bond issue 
10295,infosys tries settle -b visa case court 
10299,get equitys cues maruti auto hero honda 
10300,itc l&t hdil offer good value 
10302,hitech target 
10306,check 
10307,next five days crucial market 
10308,ganeshaspeaks 
10309,itc safe bet 
10310,ntpc shoulders nifty continues flex muscle 
10312,sabarad`s view forge 
10325,market rangebound inflation number key indicator 
10326,ganeshaspeaks 
10327,cag report slams ril 
10328,mmtc pump crore renewable energy sector 
10333,sharma`s views ivrcl infra punj lloyd 
10335,ntpc lacks near term upside 
10337,jajoo`s view punj lloyd 
10338,jajoo`s view industries 
10344,bhamre`s view max 
10350,market resilience impressive last sessions 
10351,ganeshaspeaks 
10353,trying times realty companies fy 
10354,nifty marking time zone 
10355,ed might attach crore db realty 
10356,pantaloon add another 
10362,target 
10363,engineers igl give returns 
10364,upbeat sun tv 
10365,rel infra rel comm look interesting current levels 
10368,sanghvi movers target 
10369,indias valuation premium ems risk 
10370,nifty closes below possible rate hike 
10372,new m-pound uk order may see mastek posting growth next yr 
10373,hindusthan intraday target 
10376,mrpl may move 
10377,ongc fpo looks unlikely july 
10378,nifty jitters may wake up red credit policy day 
10379,penultimate stage monetary tightening rbs 
10380,ubs sees sensex target year-end 
10384,rbi credit policy makes market uncomfortable 
10386,idfc looks weak 
10387,bears may shift banks upstream oil&gas space 
10388,stanchart sees inflation till nov despite rate hike 
10392,ganeshaspeaks 
10393,industries may head towards 
10395,find 
10399,market may breakdown next week more challenging 
10400,ganeshaspeaks 
10403,no reason market rejoice post rbi policy 
10405,lic housing fin may move upto 
10410,tulsian`s view industries 
10411,mahadevan`s view comm 
10412,exide may see upside 
10413,mahadevan`s view coal 
10415,mahadevan`s view telecom sector 
10417,ganeshaspeaks 
10418,market may get back week 
10421,check 
10422,no lights joy street despite european recovery 
10427,check 
10428,apollo tyres intraday target 
10429,view idfc 
10430,view punj lloyd 
10436,lack triggers may take sensex credit suisse 
10437,unable tame inflation govt curtails flexibility 
10438,udayans take gtl twins 
10441,market anyway poised breakdown 
10442,bharti airtel target 
10443,bgc warns damage greek woes arent solved week 
10449,watch defensive deals market slides 
10450,view industries 
10452,see upside bharti airtel 
10453,ganeshaspeaks 
10458,bala`s view 
10461,hdil target 
10467,view hcc 
10469,liquidity remain sluggish ems barclays cap 
10470,ongc ibanks fpo without clarity subsidy sharing 
10471,no cause panic downside risk 
10474,stabilise post october 
10475,close below would trigger capitulation 
10476,market left winded yesterdays blow 
10478,sharma`s view irrigation 
10479,nifty put up another points pullback 
10481,hindustan unilever good defensive bet 
10492,ganeshaspeaks 
10494,midcaps red despite modest nifty recovery 
10496,may rally 
10497,bandyopadhyay`s view gtl 
10499,expect return bharti airtel idea 
10500,sharma`s view industries 
10506,pledge share pain 
10508,move 
10509,rice granaries allays fears shortage 
10512,bharti airtel idea look strong 
10515,expect return nava 
10516,multibagger ideas 
10517,see return ptc 
10518,see market critical inflection point 
10520,loop escape tangle wont named rd chargesheet 
10521,ril bps expertise gas production crucial 
10524,pullback feeble last days 
10532,sharma`s view telecom sector 
10535,sharma`s view orchid chemical 
10538,sensex shrink bottoming 
10540,ganeshaspeaks 
10541,hsbc takes cautious approach emerging market 
10542,majors not unduly concerned demand visa norms 
10543,steady day heavyweights take nifty 
10544,comm add another 
10545,move level 
10547,ril & talks install floating lng terminal 
10550,market prediction june -july 
10552,fuel hike inevitable not likely today 
10553,tulsians view gvk power & infrastructure 
10555,indias problem govt unable take stand 
10556,pressure continue lanco infra ivrcl gvk 
10557,omcs sweet spot 
10558,oil marketing companies suddenly everyones favourite 
10562,bhamre` view sbi 
10565,add industries current level 
10566,vora`s view sbi 
10567,icici bank add 
10570,steel target 
10573,relax nifty unlikely breach 
10574,tulsians cherry picks 
10576,jubilant life target 
10577,lauds policy changes not yet 
10578,ganeshaspeaks 
10579,understanding technicals & use track markets 
10580,hike wont impact oil marketing cos 
10581,terrific rally market ril fails join 
10583,bhamre`s view infra sector 
10584,bhamre`s view cement 
10589,jains view industries 
10594,tulsian`s view ongc 
10595,ride better roller coaster stocks 
10596,cash dips july series looks better 
10603,see upside bpcl hpcl ioc 
10607,arss infra target 
10609,bank icici bank safe bet 
10610,power grid may move up 
10612,irani`s view lanco infratech 
10615,irani`s view ongc 
10622,tulsians views troubled stocks 
10625,see upside ivrcl hcc 
10630,ganeshaspeaks 
10633,citigroup expects sensex december 
10635,lanco infra short-term trading bet 
10636,nifty likely set shop current levels 
10637,max add 
10640,l&t bharti show lustre fragile market 
10641,see upside l&t 
10645,alarm bells sep-oct rough markets 
10648,dabble srivastavas picks volatile mkt 
10655,ganeshaspeaks 
10656,nifty edge higher towards today 
10664,jubilant food target 
10673,ganeshaspeaks 
10675,nifty could inch higher today july crucial month 
10676,karnataka bank canara bank see upside 
10682,f&o cues 
10683,ccea meet today discuss cairn-vedanta deal 
10686,ks oils move upto 
10687,advanta double months 
10693,nifty may see meaningful correction 
10695,see value cairn below 
10696,nifty hover range ahead 
10699,ganeshaspeaks 
10701,strong cues may take nifty 
10703,heres much cairn-vedanta deal score d-street 
10707,tulsians views 
10708,land sale plan get delayed tax tenancy woes 
10717,gvk power may give return 
10721,nothing alarming market taking breather today 
10733,nifty needs clear near-term 
10734,ganeshaspeaks 
10745,ambit view bharti airtel 
10747,tulsians view industries 
10748,cairn move 
10749,polyplex corp move 
10751,see volume correction maruti 
10752,sun pictures chief operating officer remanded custody 
10753,sec may decide give clean-chit kpmg wipro case 
10754,poly target 
10756,pfc target 
10757,hindustan dorr-oliver target 
10758,financials picks auto infra sector 
10761,check 
10766,sees earnings growth fy 
10768,quiet & ranged d-street 
10769,book partial profit dish tv vip 
10771,market missing thrill stay low infosys results 
10777,see upside hcl technologies 
10778,gujarat alkalies target 
10779,see upside graphite 
10786,see nifty touching level series 
10787,nifty may trade sideways next sessions 
10788,ganeshaspeaks 
10789,paltry volumes show lack action market 
10792,sharmas view lanco infratech 
10797,kumars intraday target 
10798,patni computers may rally upto 
10802,tulsian`s view lloyd steel 
10803,tulsian`s view space 
10807,banking stocks may continue lead market 
10809,itc may rally upto 
10815,ganeshaspeaks 
10820,grow annually years 
10821,no backdoor exploration cairns rajasthan block 
10825,market not yet 
10829,infosys looks weak 
10831,gupta`s view 
10832,nilkamal target 
10834,idfc may re-test 
10835,ub engg target 
10837,bharati shipyard target 
10838,sterlite technologies target 
10839,kumars target 
10844,petronet lng looks undervalued 
10845,jbf industries target 
10846,mahindra & mahindra fin target 
10847,midcap ideas 
10849,nifty may consolidate earnings kick-in 
10850,wall street ends higher amid eurozone debt worries 
10851,board meet agenda cairn 
10852,ril oil min 
10853,large-caps directionless stocks uplift mid-caps 
10854,bhat`s view maruti suzuki 
10855,tata motors auto best bet auto space 
10856,bhat`s view lic housing 
10858,alembic awaits sebi nod listing demerged pharma arm 
10860,moil target 
10862,suzlon energy intraday target 
10867,rushil decor stabilise levels 
10870,contrarian call sks microfinance could risky 
10871,nifty breaks today tumble likely 
10872,ganeshaspeaks 
10873,cement stocks may see upside 
10874,bharti airtel may rally upto 
10875,bharti airtel l&t top stocks 
10876,jet-godrej bkc land deal inked soon 
10877,nifty not far -dma 
10878,enil may benefit phase radio licensing 
10882,brokings view lic tata motors sks micro 
10887,cues aiding rally go specific 
10888,draft mining 
10890,see more upside nifty see july series 
10891,ganeshaspeaks 
10893,close month high 
10895,gom approves draft mmdr 
10896,gupta`s view banking space 
10905,selan exploration target 
10907,anant industries target 
10909,ajmera realty move 
10911,earnings season barges market watch footprints 
10912,ganeshaspeaks 
10913,mining cos lose kcr market cap draft worry 
10914,vora`s view banking stocks- icici bank bank 
10915,continue remain range 
10916,tulsian`s view sesa goa coal 
10917,ccea may mull picking up stake not ril blocks 
10922,infra target 
10923,see more correction orchid chemicals 
10928,see upside dlf 
10929,bilcare move 
10930,suashish diamonds move 
10932,picks ajmera realty suashish diamonds bilcare 
10943,major rejig communications cards 
10948,bgc warns italys debt-crisis contagion hit banks 
10954,see decent rally towards year-end 
10955,mining dig grave metal space near-term 
10956,more patient ongc fpo likely deferred till sep 
10961,market working eps infosys 
10962,earnings season may not tailwind market 
10963,bloodbath takes centre stage domestic triggers 
10964,ganeshaspeaks 
10966,q earnings preview 
10967,ed slaps fema charges db realty others 
10968,ril submits reply oil ministry gold-plating charges 
10969,rebound seen markets may bless 
10970,ganeshaspeaks 
10971,gilead ropes indian firms promote cheaper hiv pills 
10972,tulsian`s view rushil decor 
10976,expect rbi hike rates bps july 
10977,no magical solution euro crisis 
10978,correction done infy nos weak iip factored-in 
10985,investors wary infosys share reaching 
10987,cards nifty may correct 
10989,infra pressure near term 
10992,cabinet reshuffle 
10993,tulsian`s view jubilant foodworks 
10994,hindustan construction may see upside 
10995,tulsian`s view industries 
10996,tulsian`s view rushil decor 
10997,tulsian`s view motherson sumi 
10999,tulsians views various stocks sectors 
11000,cues help nifty cross tomorrow 
11003,no show nifty may bottom 
11007,sks micro may correct 
11010,look inflation number may jolt market 
11011,ganeshaspeaks 
11013,ril-bp deal unlikely ccea meet agenda jul 
11014,tulsian`s view sugar stocks- shree renuka sugar 
11015,cautious tcs 
11023,see upside tcs 
11026,auto sales seen up cr 
11028,mahindra ugine move 
11031,govt considering stake sale oil 
11034,tcs hcl tech look strong space 
11035,malkani`s view space 
11036,bhat`s view tcs 
11038,market play more liquidity near-term 
11039,private view 
11044,sc sets aside delhi hc order telenor unitech case 
11045,tcs nos good wont upgrade eps target 
11046,rec move 
11047,upside capped tcs 
11048,govt revives drive guns cr target 
11049,see nifty range near-term 
11052,ganeshaspeaks 
11053,pfc target 
11064,expects good returns tcs 
11065,tulsian`s view moil 
11069,ttk prestige likely trade 
11070,exide industries may rally upto 
11072,market prediction july 
11074,nifty stuck levels 
11076,check 
11077,bimetal bearings move 
11079,icici bank looks strong 
11080,single-stock ideas spurting bodes well mid-caps 
11083,vivimed labs target 
11084,goldman sachs underweight 
11085,check 
11086,ganeshaspeaks 
11087,poor demand cost pressures likely hurt realty space 
11088,market wrap 
11090,more overweight infosys 
11092,hints qe scary already high prices 
11093,hul downgrade doesnt indicate moldy fmcg basket 
11094,jains views bank nifty pharma fmcg o&g stocks 
11099,need great news boost nifty higher 
11100,fmcg continue well 
11101,hindalco move 
11103,move 
11110,m&a seen helping jb chemical not motherson sumi 
11115,earnings calls may create slight ruffle market 
11117,ganeshaspeaks 
11118,enam deal 
11120,shrama upbeat 
11131,see nifty range 
11132,check 
11137,indowind energy looks weak 
11140,likes crompton greaves despite poor results 
11142,market stages recovery clawing levels 
11150,post us rally nifty likely move up 
11152,specific market due earnings 
11153,momentum stay watch follow up sessions 
11154,ganeshaspeaks 
11155,sustainable upside likely dma 
11160,williamson magor target around 
11165,joshis take crompton wipro leyland 
11166,dr reddys labs revenues seen up cr 
11172,targeting nifty unlikely 
11175,tulsians multibaggers 
11176,ganeshaspeaks 
11177,expect inflation peak august 
11178,crompton greaves wipro take market gloss 
11179,dish tv petronet lng good bets 
11182,crompton greaves may settle share 
11183,nifty back maintains pts trading range 
11185,mindtree cons sales up cr 
11186,earnings jitters fickle cues trips nifty 
11194,limited downside xpro 
11197,nifty may pop no decisive trading range 
11199,ganeshaspeaks 
11202,zee ent total revenue up cr 
11203,l&t raise cr ipo 
11204,experts discuss hits & misses earnings season far 
11208,crompton greaves remain range 
11210,autos slowdown shadow bulls eyeing 
11213,us debt ceiling raised qe possible 
11216,check 
11217,mahindra satyam move upto 
11218,hindalco move 
11224,market prediction july 
11226,mkt performance cloudy short-term 
11229,bank played safe union bank roughed 
11230,firm cues bank earnings pull nifty 
11231,syndicate bank target 
11233,sutlej textiles move 
11234,see upside somany ceramics 
11235,check 
11236,shriram city union move 
11237,ganeshaspeaks 
11238,rils uranium bounty 
11239,dont expect see cap b- visas nasscom 
11240,ril move up monday 
11242,tulsian`s view industries 
11243,indian market party general euphoria 
11246,rbi not hike rates tomorrow 
11251,petronet lng target 
11253,nifty likely cross banks well 
11256,fii flows likely surge next months 
11259,telecom trick nifty nudges 
11260,cues 
11266,exide catch-up petronet going guns post 
11270,hunger stocks market continue 
11275,ganeshaspeaks 
11276,nifty higher-end trading range rbi action eyed 
11278,m&m may see upside current level 
11279,naren`s view fmcg space 
11280,naren`s view telecom sector 
11284,rate hike flattens nifty europe adds drop 
11285,wont upgrade maruti suzukis rating post results 
11286,rate hike unlikely break nifty below 
11288,no meaningful downside banks march earnings 
11289,loosen grip telecom trade ril 
11291,ivrcl target 
11292,investors may lose trust washington 
11294,debt-ridden realty shaky ground 
11295,rbi shocks market pushes nifty below 
11296,tulsian`s view cairn 
11297,tulsian`s view crompton greaves 
11300,tulsian`s view infrastructure space 
11301,tulsian`s view infra space 
11302,`s view bhel 
11306,vardhman textiles move 
11312,nifty tread august series 
11313,worst-case downside scenario could 
11314,market limbo may head towards growth accident 
11315,ganeshaspeaks 
11318,bhat`s view itc hul 
11319,sks microfinance continues remain range bound 
11320,bhats view power space 
11322,infrastructure dealt crushing blow today 
11328,l&t fin ipo richly priced not much left 
11335,risky subscribe l&t fin debut experts debate 
11336,key level nifty watch sbi nos 
11339,market likely see massive downside 
11340,ganeshaspeaks 
11341,nifty likely sulk months broken 
11344,ganeshaspeaks 
11346,lokayukta report 
11347,market back low end trading range 
11348,new ipo form remove irrelevant info 
11350,tulsians view titan industries 
11352,orbit corporation may remain pressure 
11360,analyses stocks news 
11366,fiscal drag worry us jpmorgan 
11367,ganeshaspeaks 
11368,offices demand 
11369,specific day cues eyed next week 
11370,orchid chemicals earnings miss street expectations 
11375,market prediction aug 
11380,suzlon energy move upto 
11381,f&o strategy 
11382,us debt nod cheer brief nifty still rangebound 
11383,ailing us europe may bode well amansa cap 
11386,tulsians multibaggers 
11388,us spreads green asia crisis halt 
11389,astral poly technik may rally upto 
11390,sail continue remain weak 
11391,suzlon energy likely rally current levels 
11392,itc safe bet volatile market 
11396,cautious tvs motor 
11401,tvs motor target 
11405,bad economic data real hitch us 
11406,band-aid deal no real relief nifty stay tied range 
11410,ganeshaspeaks 
11411,sticky pullback today market lacks conviction 
11414,need adapt lower growth developed world 
11416,emerging markets see dollop fund flows 
11418,dlf revenue seen up cr 
11423,stay hopeful see relief rally year-end 
11424,optimistic bank icici bank 
11428,bala`s view ntpc 
11429,cipla best pharma space 
11430,crompton greaves may rally upto 
11431,bala`s view sugar space 
11433,may see bounce back 
11434,additional spending wont impact fiscal deficit 
11436,ranbaxy target 
11438,infra stocks offer good value primes 
11442,f&o strategy 
11445,nifty eye storm severe threat 
11447,ganeshaspeaks 
11448,watch cues markets next move 
11449,today difficult day trade 
11450,post stocks hit & missed pharma sector 
11452,dont see reason us downgrade 
11453,close today ponders 
11461,power grid may remain range 
11464,ruby mills move 
11467,tulsians multibaggers today 
11468,dont see fair value inventure sh 
11469,no real headway nifty hang around 
11472,ganeshaspeaks 
11473,limited downside sesa goa 
11475,godrej industries target 
11476,max target 
11484,risk appetite better fy 
11492,heres sesa goa mah satyam & bank 
11496,sensex rerating end results season 
11500,nifty may break below level 
11501,awful market crash good day make 
11504,ganeshaspeaks 
11505,nifty may retest 
11506,agrawal`s view banking stocks 
11510,m&m looks weak 
11512,see downside sterlite ind 
11513,cues determine market direction 
11516,icici bank looks weak 
11518,must volatile market 
11519,slowdown markets continue 
11522,nifty oversold pullback cards 
11524,s&p downgrades us 
11525,us downgrade not end world 
11526,ganeshaspeaks 
11527,us markets headed answers 
11528,kyi 
11529,may stand panic subsides 
11530,nmdc may rally upto 
11531,tulsian`s view oil marketing companies 
11532,cautious stocks 
11541,market unlikely sink below 
11542,next stop nifty 
11543,see downside industries 
11544,crisis no spoiler indian eco grow 
11545,qe unlikely aid investor sentiment 
11548,dealing room 
11550,ganeshaspeaks 
11552,dow closing determine nifty opening 
11557,check 
11569,market not bottomed yet 
11572,tulsians multibaggers 
11573,ganeshaspeaks 
11574,dont chase pullback 
11578,tulsian`s view tata steel 
11579,mkts may rebound fomc triggers policy action 
11580,european crisis more alarming us 
11582,inflation sole enemy emerging markets 
11584,nifty may extend pullback rally next days 
11589,qe lead increased flows 
11594,nifty heading towards 
11595,dealing room 
11597,ganeshaspeaks 
11598,tdr market slump adds pain realty pack mumbai 
11599,divestment plans tatters 
11600,nifty plays comeback kid autos banks shine 
11601,mahindra mahindra looks strong 
11604,remain cautious fertilizer space 
11606,more downgrades aaa countries ahead 
11607,agarwals view 
11611,rating agencies not relevant opinion 
11618,clarify associate co means 
11620,tulsian`s view gvk gmr infra 
11628,find 
11635,ubs cautious space 
11640,ganeshaspeaks 
11648,poly films may rally 
11652,sbi looks weak 
11653,piramal glass move 
11656,sbi move 
11657,nifty may move towards 
11658,tulsians cherry picks 
11659,ganeshaspeaks 
11660,markets may not yet 
11662,hsbc remains overweight us emerging markets 
11663,us markets end higher monday 
11664,bhat`s view tata motors 
11667,carnage midcap space today 
11668,go fixed income products 
11669,cci slaps cr penalty dlf 
11670,check 
11677,poor market session midcaps take nearly beating 
11679,infra space continue underweight 
11680,tulsian`s view l&t 
11684,tulsian`s view sugar space 
11685,tuslian`s view dlf 
11686,more cos queue slapped cci penalty 
11688,see clear-cut signs slowdown right 
11689,tulsian`s view dlf 
11690,no urgency sbis rights issue currently 
11692,see returns gujarat gas 
11696,eventual target nifty 
11699,ganeshaspeaks 
11700,see nifty around day two 
11701,expect returns allcargo logistics 
11702,expect returns gujarat gas 
11703,bets emerging markets flows swell 
11705,ganeshaspeaks 
11706,market may not bottomed 
11708,jpmorgan overweight private banks goods 
11709,pharma fmcg well nifty autos banks drag 
11712,tulsian`s view ongc 
11716,banks majorly contribute todays carnage 
11718,hexaware technologies looks weak 
11719,market remain volatile 
11720,new jobs macro data us mkt triggers 
11723,tcs remain range 
11725,ganeshaspeaks 
11726,dealing room check 
11729,airtel becomes title sponsor indias debut 
11730,tulsian`s view infra 
11733,tulsian`s view irb infra 
11734,tulsian`s view textile space 
11735,suzlon energy may rally upto 
11736,bank icici bank may see correction 
11740,credit suisse forecasts indias gdp growth fy 
11741,calls high alert marketcap loss 
11742,maintains cautious outlook stocks 
11745,qe likely benefit emerging markets 
11746,may attract more foreign funds ahead 
11747,recessionary conditions getting priced markets 
11749,tata motors defensive bet 
11751,weekly market prediction aug 
11752,picks bleeding stocks heal time 
11753,cautious sector equirus 
11757,institutional cautious fmcg sector 
11758,offshore insights eyes cut budget next year 
11759,institutional maintains cautious view fmcg sector 
11761,balancos view market 
11762,stocks get bludgeoned 
11763,hope market sees technical rebound next week 
11764,cautious space 
11767,tulsian`s view agri space 
11770,tulsian`s view larsen toubro 
11772,petronet lng may rally upto 
11774,idea likely divest tower arm 
11775,metals going mute reads cuts 
11780,market likely bounce back 
11782,tulsians multibaggers 
11783,market characteristic quite unlike 
11784,ganeshaspeaks 
11785,market may treat new 
11786,ganeshaspeaks 
11787,life murthy 
11789,more needed nifty meaningful pullback 
11793,tulsians view communication 
11794,check 
11798,upbeat irb infra 
11802,view ongc ril 
11804,view adag pack 
11805,mehtas views 
11806,not expecting major bounce series 
11807,large-cap stocks show good amount roll-overs 
11808,betting bernankes rescue unhealthy 
11810,may rally upto 
11811,tulsian`s view gmdc 
11813,gtl may move upto 
11816,operator driven stocks like clarus fin boil tulsians blood 
11818,tulsians view 
11820,tcs infosys key architects nifty pullback 
11822,test 
11823,bets stocks sees strong pullback 
11824,caution sees nifty broken 
11825,tulsians multibaggers 
11826,no serious damage nifty fridays fed meet 
11827,ganeshaspeaks 
11828,niftys downtrend looks stronger regions 
11829,mf houses unhappy sebi push load structure 
11832,irb infra may see correction 
11835,rcf add 
11837,agarwals views 
11840,manghnanis view ongc industries 
11843,move 
11845,rec may settle around 
11846,tulsian`s view balrampur chini mills 
11847,coal likely trade range 
11849,evaluates 
11852,petronet lng target 
11853,rallis target 
11857,unlike rbi fed play market expectations 
11859,ganeshaspeaks 
11860,inflation remains concern many ems 
11861,markets nervous fridays jackson hole meet nears 
11862,banking stocks may see more downside 
11863,anantakrishnan`s view auto space 
11864,cautious banking stocks 
11866,tulsian`s view pipavav shipyard 
11867,tata power looks weak 
11878,itc target 
11882,tulsian`s view adag stocks 
11883,jet airways looks weak 
11884,cautious tata steel sail 
11885,tulsian`s view cement sector 
11886,gmr infra may see limited weakness 
11887,multibaggers 
11888,infosys tcs defensive bets 
11889,sbi may give good returns 
11895,odds hopes pullback 
11899,not bernanke obama may trick mkts 
11900,ganeshaspeaks 
11901,clsa asks investors remain fundamentally cautious 
11903,cbi sets enquiry bsnl officials starnet comm & wimax 
11905,lupin target 
11908,reviews adag infrastructure stocks 
11909,acc target 
11910,sbi target 
11915,infosys trading bet 
